-16.599	-67.45	22.655	1	1	l.S_parieto_occipital
17.959	-65.668	24.804	1	1	r.S_parieto_occipital
-6.016	-10.328	25.728	1	1	l.S_pericallosal
7.329	-8.271	25.71	1	1	r.S_pericallosal
-36.815	-36.102	41.146	1	1	l.S_postcentral
36.512	-34.916	42.321	1	1	r.S_postcentral
-43.352	2.957	27.034	1	1	l.S_precentral-inf-part
42.614	4.307	27.246	1	1	r.S_precentral-inf-part
-26.797	-9.499	50.401	1	1	l.S_precentral-sup-part
26.621	-8.68	51.56	1	1	r.S_precentral-sup-part
-8.559	38.452	-11.471	1	1	l.S_suborbital
8.781	42.174	-14.271	1	1	r.S_suborbital
-10.867	-50.05	34.979	1	1	l.S_subparietal
10.497	-50.187	36.502	1	1	r.S_subparietal
-52.545	-38.438	-16.527	1	1	l.S_temporal_inf
53.027	-39.85	-15.285	1	1	r.S_temporal_inf
-48.624	-47.475	5.828	1	1	l.S_temporal_sup
48.138	-43.634	8.103	1	1	r.S_temporal_sup
-50.606	-25.294	2.119	1	1	l.S_temporal_transverse
51.842	-22.388	4.422	1	1	r.S_temporal_transverse
